Latitude,Longitude,FloodPlain,Mortgage_Date,Mortgage_Maturity,HomeValue,OwnerIncomeToday
37.473152,-122.135608,No,2012,15,326668.75075613,84550.5143862644
37.473,-122.135602,No,2016,20,546157.976642348,57749.9259188273
37.472863,-122.135598,No,2012,30,326668.75075613,37848.2753469167
37.472731,-122.135593,No,1998,30,200474.162193251,47328.3184049079
37.472596,-122.135588,No,2018,30,583903.103570306,133185.973748242
37.472441,-122.135583,No,2007,30,583192.804641606,129798.788475079
37.472099,-122.135915,No,2006,30,680449.21875,190795.944791666
37.472263,-122.135921,No,2012,30,162090.140264026,28970.5384488448
37.472587,-122.135933,No,2012,31,326668.75075613,65350.7967978257
37.472722,-122.135937,No,2006,40,944228.298611111,242413.310416666
37.472854,-122.135942,No,2001,31,303975.82139328,88099.675889328
37.472991,-122.135947,No,2012,30,214668.123696216,39469.8037190082
37.473143,-122.135952,No,2008,30,377565.570382205,50028.6966275435
37.473309,-122.135958,No,2013,30,347498.840987821,50442.2920109719
37.471936,-122.135908,No,2006,30,680449.21875,95409.3972222222
37.472272,-122.135577,No,2017,30,576220.269663838,70580.2121001958
37.472106,-122.135563,No,2002,30,289507.166524805,30516.1322957198
37.471944,-122.135566,No,2007,30,583192.804641606,129491.080758933
37.47362,-122.135071,No,2018,31,583903.103570306,115464.965014913
37.473486,-122.135068,No,2018,30,583903.103570306,120609.042997606
37.473348,-122.135064,No,1994,30,189047.788715233,31719.2143049932
37.473209,-122.13506,No,2012,30,162090.140264026,24065.3554455445
37.47307,-122.135056,No,2012,30,214668.123696216,40921.6953168044
37.47293,-122.135052,No,2004,30,378707.03971579,67391.0566437268
37.472796,-122.135048,No,2016,30,546157.976642348,74866.8273842013
37.472663,-122.135044,No,2016,31,546157.976642348,74866.8273842013
37.472522,-122.13504,No,2012,30,190136.15797546,28019.6279141104
37.472378,-122.135036,No,2017,30,576220.269663838,59993.235558094
37.472244,-122.13503,No,2017,30,576220.269663838,117869.517991188
37.472115,-122.135004,No,2007,40,583192.804641606,129491.080758933
37.476686,-122.130503,No,1989,30,238643.784337197,43390.1638709677
37.47669,-122.130168,No,2004,2,1703424.43091582,2387750.63086289
37.475115,-122.13018,No,2012,30,326668.75075613,48208.1918081483
37.47586,-122.131484,No,1997,30,227522.999415887,26815.0561370716
37.477006,-122.133445,No,2012,30,1770274.3902439,302373.880894309
37.475069,-122.132753,No,2000,30,344220.020325203,167984.090650406
37.476853,-122.134628,No,2016,30,2328580.52056815,319201.253255113
37.474788,-122.13458,No,2016,30,546157.976642348,116053.066118904
37.476089,-122.134612,No,2005,30,1429078.85304659,262283.143010752
37.475435,-122.134598,No,2012,30,326668.75075613,39806.2499891112
37.475091,-122.134592,No,2003,30,1598759.81657608,266875.99673913
37.472833,-122.133388,No,2007,30,583192.804641606,129491.080758933
37.472945,-122.13306,No,2012,30,188991.18697723,71462.0417286245
37.472709,-122.133216,No,2012,30,187909.101272072,71462.0417286245
37.473583,-122.133799,No,1996,30,202132.594033819,126124.532186105
37.473093,-122.132126,No,2003,30,415845.559327434,126753.580815217
37.474441,-122.130167,No,1991,30,282882.135646108,49900.6574155653
37.473778,-122.130533,No,2002,30,2081899.48784046,374928.190272373
37.473723,-122.130837,Yes,2012,30,326668.75075613,48208.1918081483
37.473318,-122.131342,No,1989,30,238588.299678679,34255.8525806451
37.47335,-122.131165,No,1989,30,238616.042007938,135200.918548387
37.473264,-122.131623,No,1997,30,227562.568633177,79261.6795015576
37.473772,-122.131445,No,2005,30,662367.997641436,94889.4483870967
37.474819,-122.131466,No,2015,30,490010.863888494,188463.838163507
37.474297,-122.131456,No,2012,30,1903094.70195214,256751.964729043
37.473842,-122.134565,No,2012,30,326668.75075613,51747.6529003371
37.473425,-122.134556,No,1988,30,258810.936839788,82779.4267605634
37.474236,-122.134578,No,2012,30,230237.967609489,51190.0898722627
37.463888,-122.1512,No,2012,15,326668.75075613,78894.9300068817
37.46479,-122.151011,No,2012,30,326668.75075613,65481.8005261461
37.464662,-122.150602,No,2013,20,347498.840987821,96064.3825255304
37.464638,-122.150432,No,2016,25,546157.976642348,74866.8273842013
37.464398,-122.15018,Yes,2019,30,617389.803525817,104440.096926741
37.464267,-122.15021,Yes,2017,35,576220.269663838,92983.4350930156
37.464136,-122.15024,No,1998,30,200448.187308282,111593.093006134
37.464006,-122.15027,No,2015,30,490010.863888494,126809.437297746
37.463794,-122.150231,Yes,2003,30,415845.558449658,106934.481576086
37.463819,-122.150409,No,2013,40,347498.840987821,98957.2013290006
37.463883,-122.150569,Yes,2018,30,583903.103570306,98057.4353363307
37.463907,-122.150739,No,2002,30,289521.87575997,55115.8101167315
37.463931,-122.150909,No,2018,30,583903.103570306,116375.726881369
37.464298,-122.150615,No,2013,15,347498.840987821,191376.190155264
37.464614,-122.150263,No,2013,30,347498.840987821,55748.7010907592
37.464586,-122.150067,No,1995,30,202249.589895013,33517.424343832
37.465576,-122.150503,No,2019,30,617389.803525817,125489.644562832
37.465416,-122.150517,No,2016,25,546157.976642348,74866.8273842013
37.465281,-122.150548,No,2012,30,326668.75075613,48208.1918081483
37.465146,-122.150579,No,2019,30,617389.803525817,194307.674696957
37.465011,-122.150609,No,2018,30,583903.103570306,98057.4353363307
37.463744,-122.149875,No,2012,30,326668.75075613,82996.1728529491
37.463932,-122.149745,No,2012,30,326668.75075613,49638.6108957551
37.464063,-122.149715,No,2016,31,546157.976642348,52730.3530730353
37.464193,-122.149685,No,2018,81,583903.103570306,167099.983154591
37.464324,-122.149655,No,2012,31,326668.75075613,53646.6168540989
37.464531,-122.149686,No,2008,30,377565.570382205,124178.798994904
37.464504,-122.1495,No,2013,30,347498.840987821,50550.4673823924
37.464474,-122.149288,No,2014,30,408910.086180113,106374.176086442
37.464444,-122.149076,No,2017,30,576220.269663838,70580.2121001958
37.464252,-122.14926,No,2018,30,583903.103570306,135771.501511307
37.464103,-122.149294,No,2016,35,546157.976642348,74866.8273842013
37.463707,-122.149287,No,2012,20,326668.75075613,54981.4386264449
37.463738,-122.149507,No,2017,30,576220.269663838,185847.480662532
37.463718,-122.149697,No,2017,30,576220.269663838,80663.0995430809
37.464937,-122.150101,No,2006,30,680449.21875,141984.629542202
37.465207,-122.150039,No,2017,30,576220.269663838,128455.389074738
37.464887,-122.149762,No,2016,30,546157.976642348,117620.130246201
37.465156,-122.149736,No,2012,30,162090.140264026,27101.4714521452
37.465339,-122.150045,No,2016,30,546157.976642348,80573.9665509756
37.465022,-122.149731,No,2012,30,190136.15797546,43209.7406441717
37.464929,-122.149303,No,2005,30,662367.997641436,187055.322222222
37.464794,-122.149183,No,2005,30,662367.997641436,187055.322222222
37.463609,-122.148917,No,2018,30,583903.103570306,190080.533756526
37.463797,-122.148786,No,2012,30,190136.15797546,52373.6800613496
37.463928,-122.148756,No,2007,30,583192.804641606,129491.080758933
37.464058,-122.148726,No,2018,30,1375146.55480532,223488.444447984
37.464189,-122.148696,No,2006,25,680449.21875,141984.629542202
37.464395,-122.148737,No,2005,31,662367.997641436,107133.740501792
37.46437,-122.148568,No,2010,30,334867.840035153,51654.9921121179
37.464325,-122.148407,No,2012,30,214668.123696216,49547.2004132231
37.463901,-122.148325,No,2012,30,326668.75075613,90558.9826824742
37.463621,-122.148521,No,2012,30,214668.123696216,49386.7085399449
37.463585,-122.148747,No,2012,30,190136.15797546,27932.3523006134
37.464249,-122.148193,No,2012,30,326668.75075613,101841.826310792
37.463495,-122.148287,No,2018,30,583903.103570306,98057.4353363307
37.463696,-122.148241,No,2016,30,546157.976642348,61905.8070806268
37.463725,-122.147787,No,2018,30,583903.103570306,84936.0977591226
37.463859,-122.147756,No,2017,30,576220.269663838,131077.536757506
37.463994,-122.14776,No,2012,30,214668.123696216,42332.5308539944
37.463676,-122.147448,No,2015,30,490010.863888494,55631.7528700473
37.463431,-122.147417,No,2018,30,1433856.43371152,229088.982465642
37.463455,-122.147586,No,2012,30,326668.75075613,50941.5668963474
37.463804,-122.147445,No,2017,15,576220.269663838,80663.0995430809
37.463418,-122.147857,No,2017,30,576220.269663838,82886.1766889686
37.463585,-122.147819,No,2012,30,326668.75075613,63161.5002569753
37.463359,-122.146919,No,2004,30,378707.039893524,75695.1610905241
37.466752,-122.150559,No,2012,30,214668.123696216,35884.8631542699
37.466853,-122.150535,No,2007,30,583192.804641606,81857.3994656172
37.466957,-122.150511,No,2014,30,408910.08617953,62684.4757451338
37.467092,-122.150481,No,2006,30,680449.21875,181420.866666666
37.467227,-122.15045,No,2008,30,377565.570382205,121498.083445191
37.467363,-122.150419,No,2017,30,576220.269663838,105869.765421018
37.467498,-122.150388,No,2008,30,377565.570382205,76234.2643158711
37.467314,-122.15008,No,2012,31,326668.75075613,31797.3193550354
37.467178,-122.150111,No,2005,40,662367.997641436,81966.6906810035
37.466908,-122.150172,No,2016,30,546157.976642348,99797.598320049
37.46677,-122.150204,No,2015,30,490010.863888494,78831.752068417
37.466634,-122.150234,No,2019,30,617389.803525817,65780.3663111121
37.466482,-122.150247,No,2015,30,490010.863888494,65345.9594037558
37.467449,-122.150049,No,2018,15,583903.103570306,98057.4353363307
37.466291,-122.149789,No,2012,30,214668.123696216,37629.7457300275
37.466424,-122.149758,No,2012,30,222849.537625117,35554.9470873786
37.466527,-122.149734,No,2012,30,214668.123696216,31747.5319559228
37.466594,-122.149719,No,2012,30,214668.123696216,35884.8631542699
37.466696,-122.149696,No,2007,30,583192.804641606,129491.080758933
37.466834,-122.149664,No,2016,30,546157.976642348,58036.6941380876
37.46697,-122.149633,No,2011,30,325353.412598475,54953.1626796598
37.467104,-122.149602,No,2014,31,408910.086179238,27914.7081981616
37.467237,-122.149572,No,2005,30,662367.997641436,97719.8569892473
37.467372,-122.149541,No,2006,30,680449.21875,141984.629542202
37.467323,-122.149202,No,2013,30,347498.840987821,48146.1825143696
37.467187,-122.149233,No,2007,30,583192.804641606,88706.7294132399
37.467055,-122.149263,No,2007,30,857636.477414127,200420.986727242
37.466647,-122.149357,No,2012,18,344220.020325203,77141.4768292683
37.46651,-122.149388,No,2012,30,214668.123696216,35884.8631542699
37.466375,-122.149419,No,2012,30,214668.123696216,37629.7457300275
37.466241,-122.14945,No,2012,30,214668.123696216,42646.0498622589
37.46692,-122.149294,No,2016,30,546157.976642348,95373.0130787852
37.465753,-122.149009,No,2012,30,190136.15797546,69396.5806748466
37.465899,-122.149002,No,2010,40,334867.840035353,59558.3252008658
37.466037,-122.148971,No,2015,30,490010.863888494,101652.191825902
37.466305,-122.14891,No,2013,30,347498.840987821,80244.0252492949
37.466439,-122.148879,No,2016,30,546157.976642348,101631.108509335
37.466571,-122.148849,No,2007,30,583192.804641606,135551.650606244
37.466706,-122.148818,No,2018,30,583903.103570306,146331.591114544
37.466978,-122.148756,No,2017,30,576220.269663838,141160.424200391
37.467064,-122.148385,No,2013,30,347498.840987821,50550.4673823924
37.466929,-122.148416,No,2012,30,162090.140264026,27101.4714521452
37.466793,-122.148448,No,2001,30,303198.84819664,91227.0766798419
37.466657,-122.148479,No,2003,30,415845.55801077,64847.2444565217
37.466522,-122.14851,No,2016,31,546157.976642348,102434.962730253
37.46639,-122.14854,No,2015,30,490010.863888494,53178.3355202369
37.466223,-122.148578,No,2011,30,325353.412584024,41003.458093083
37.466019,-122.148625,No,2005,30,662367.997641436,111087.98781362
37.465716,-122.148694,No,2019,30,617389.803525817,139355.212648196
37.46557,-122.1487,No,1990,30,178936.799146423,49921.0912777352
37.466173,-122.14894,No,2012,30,214668.123696216,38335.1634986225
37.46725,-122.148693,No,2012,30,214668.123696216,35356.7329201102
37.467113,-122.148725,No,2007,30,583192.804641606,58702.1947314099
37.465851,-122.148663,No,2010,30,334867.840035253,43381.3456176395
37.465504,-122.148227,No,2019,30,617389.803525817,125489.644562832
37.465642,-122.148194,No,2018,30,583903.103570306,82971.0534951236
37.465776,-122.148165,No,2006,30,680449.21875,141984.629542202
37.465875,-122.148141,No,1987,30,258810.936839788,42579.9777288732
37.465955,-122.148122,No,2016,30,546157.976642348,67074.4090797351
37.466048,-122.148102,No,2016,30,546157.976642348,69644.0329657051
37.466171,-122.148072,No,2008,30,377565.570382205,71469.3868176477
37.466132,-122.147739,No,2007,30,583192.804641606,81530.6808075546
37.465996,-122.14777,No,2006,30,680449.21875,89094.8284722222
37.465861,-122.147802,No,2009,30,337469.978954679,68027.6325295869
37.465729,-122.147834,No,2012,31,326668.75075613,47852.9474637839
37.465596,-122.147864,No,2016,30,546157.976642348,109142.403638227
37.465456,-122.147897,No,2009,30,337469.978954679,36629.5835683355
37.465333,-122.148249,No,2018,30,583903.103570306,129306.603001907
37.465223,-122.147939,No,2012,30,326668.75075613,48208.1918081483
37.464904,-122.147495,No,2016,30,546157.976642348,61808.7123292237
37.465078,-122.147474,No,2012,30,162090.140264026,27101.4714521452
37.465227,-122.14744,No,2012,30,326668.75075613,28000.5716612803
37.465376,-122.147406,No,2018,30,583903.103570306,98057.4353363307
37.465498,-122.147378,No,2012,30,258810.936839788,22564.9313380281
37.46562,-122.14735,No,2012,30,190136.15797546,43513.1273006135
37.465754,-122.14732,No,2015,30,490010.863888494,82835.4182189463
37.465889,-122.147289,No,2014,30,408910.086179384,74747.5030413625
37.466024,-122.147258,No,2015,30,490010.863888494,59723.4493728298
37.465975,-122.146919,No,2012,30,214668.123696216,28220.4431129476
37.465841,-122.146949,No,2011,30,325353.412591249,59181.4410128968
37.465706,-122.14698,No,2019,30,617389.803525817,88348.7458587091
37.465572,-122.147011,No,2017,30,576220.269663838,57471.6846034595
37.465436,-122.147042,No,2012,15,326668.75075613,56237.1860762912
37.4653,-122.147073,No,2005,30,955609.767025089,206535.193189964
37.465132,-122.147112,No,2006,30,680449.21875,95455.0965277777
37.464998,-122.147143,No,2007,30,901743.496252568,216722.94088993
37.464898,-122.147166,No,2017,30,576220.269663838,101917.751101501
37.464724,-122.147186,No,2003,30,1262808.5597826,210796.988043478
37.466428,-122.147165,No,2012,30,326668.75075613,56743.4977830431
37.466563,-122.147134,No,2005,30,662367.997641436,85859.8899641577
37.466698,-122.147103,No,2015,30,490010.863888494,101447.549838197
37.466833,-122.147072,No,2001,30,302810.36159832,162197.960079051
37.466974,-122.147056,No,2009,30,337469.978954679,49057.9516353822
37.467112,-122.147066,No,2012,30,326668.75075613,31247.3397388433
37.467259,-122.147105,No,2004,15,378707.039804657,67391.0566437268
37.467222,-122.146882,No,2012,30,326668.75075613,31247.3397388433
37.467191,-122.14664,No,2007,30,583192.804641606,142190.573738075
37.467054,-122.146671,No,2013,30,347498.840987821,23462.4238378756
37.466919,-122.146702,No,2013,30,347498.840987821,64101.4682108715
37.466784,-122.146733,No,2013,15,347498.840987821,57154.9809192254
37.466514,-122.146795,No,2017,80,576220.269663838,50352.5315355744
37.466379,-122.146826,No,2016,15,546157.976642348,93118.3826305066
37.466244,-122.146857,No,2006,31,680449.21875,136392.265625
37.467769,-122.150325,No,2006,30,1228840.88541666,249194.280902777
37.468171,-122.150233,No,2012,30,214668.123696216,30142.6132231405
37.46831,-122.150202,No,2006,30,680449.21875,99742.7666666666
37.468446,-122.150171,No,2012,30,222849.537625547,33992.92342233
37.46858,-122.15014,No,2012,30,214668.123696216,38727.0622589531
37.468715,-122.150108,No,2005,30,662367.997641436,112998.513620071
37.468847,-122.150078,No,2012,30,214668.123696216,23831.1769972451
37.468982,-122.150048,No,2017,3,576220.269663838,82608.982957327
37.469118,-122.150016,No,2012,30,222849.537625763,42644.8902912621
37.469253,-122.149985,No,2007,30,583192.804641606,130450.918916572
37.469388,-122.149955,No,2017,30,576220.269663838,85522.6953328981
37.469692,-122.149885,No,2016,30,546157.976642348,63259.4885565837
37.469928,-122.149831,No,2012,30,162090.140264026,27101.4714521452
37.470154,-122.149864,No,2010,30,334867.840035303,52357.0963880838
37.470153,-122.14969,No,2007,30,583192.804641606,129491.080758933
37.470188,-122.14951,No,2011,30,325353.412587637,44556.536994474
37.470186,-122.149335,No,2015,30,490010.863888494,107378.737727673
37.469947,-122.149476,No,2016,30,546157.976642348,51264.8997320911
37.469812,-122.149507,No,2013,30,347498.840987821,29094.5222079611
37.469677,-122.149538,No,2016,30,546157.976642348,112759.74763236
37.469574,-122.149562,No,2012,30,190136.15797546,24877.7058282208
37.469473,-122.149585,No,2011,30,325353.412589443,35983.7327897785
37.469339,-122.149615,No,2006,30,680449.21875,149626.246875
37.469204,-122.149646,No,2008,30,377565.570382205,71283.1211362591
37.469069,-122.149677,No,2012,30,214668.123696216,41705.4928374655
37.468933,-122.149708,No,2017,15,576220.269663838,82470.3860915062
37.468798,-122.149739,No,2012,30,214668.123696216,29788.0381542699
37.468663,-122.14977,No,2018,30,583903.103570306,98057.4353363307
37.468528,-122.149802,No,2010,26,334867.840035278,146410.488131489
37.468395,-122.149832,No,2019,30,617389.803525817,82378.3479818663
37.468293,-122.149855,No,2012,30,326668.75075613,29854.6874918334
37.467988,-122.149925,No,2006,30,680449.21875,141984.629542202
37.467855,-122.149955,No,2019,1,1626941.3706646,4433084.54730361
37.46772,-122.149986,No,2012,30,214668.123696216,25085.253030303
37.468206,-122.149876,No,2012,30,162090.140264026,27101.4714521452
37.468106,-122.149899,No,2013,30,347498.840987821,50550.4673823924
37.467643,-122.149479,No,2007,30,583192.804641606,117405.696337452
37.467781,-122.149447,No,2017,31,576220.269663838,84000.4789082898
37.46792,-122.149415,No,2002,15,289529.230377553,59745.9478599221
37.468053,-122.149385,No,2009,30,337469.978954679,57803.2789215846
37.468186,-122.149354,No,2013,30,347498.840987821,39380.4879012006
37.468324,-122.149323,No,2001,30,302616.11829916,88099.675889328
37.468458,-122.149292,No,2013,15,347498.840987821,69083.3511763973
37.46859,-122.149262,No,2004,30,378707.03984909,69775.1336156696
37.468726,-122.14923,No,2012,30,214668.123696216,36491.3731404958
37.468865,-122.149199,No,2013,30,347498.840987821,43243.3955193447
37.468998,-122.149168,No,2012,30,214668.123696216,36454.0494490358
37.469128,-122.149138,No,2016,30,546157.976642348,86281.1057177499
37.469264,-122.149107,No,2015,30,490010.863888494,59314.1653974187
37.4694,-122.149076,No,2006,30,680449.21875,141984.629542202
37.469536,-122.149045,No,2012,30,214668.123696216,43116.3283746556
37.469639,-122.149021,No,2010,30,334867.840035266,49470.3915507942
37.469774,-122.14899,No,2012,30,326668.75075613,48026.4388877758
37.469909,-122.148959,No,2011,30,325353.412590346,28895.6445525231
37.470016,-122.148935,No,2015,30,490010.863888494,79971.5736423969
37.470257,-122.148971,No,2006,30,680449.21875,141984.629542202
37.470257,-122.148796,No,2012,30,162090.140264026,27101.4714521452
37.470321,-122.148596,No,2019,30,617389.803525817,170186.546544784
37.47032,-122.148422,No,2019,30,617389.803525817,150093.025694583
37.470101,-122.148566,No,2012,30,222849.537625655,37084.0860436893
37.469996,-122.14859,No,2006,30,680449.21875,141984.629542202
37.46989,-122.148613,No,2015,30,490010.863888494,75267.0944278258
37.469756,-122.148644,No,2013,15,347498.840987821,50550.4673823924
37.469621,-122.148675,No,2013,15,347498.840987821,50550.4673823924
37.469486,-122.148706,No,2012,30,214668.123696216,38805.4420110192
37.469351,-122.148737,No,2018,30,576220.269663838,136182.544345626
37.469215,-122.148768,No,2016,30,546157.976642348,73928.6211235505
37.469079,-122.148799,No,2012,30,214668.123696216,32766.4687327823
37.468949,-122.148829,No,2012,30,214668.123696216,35884.8631542699
37.468816,-122.14886,No,2007,31,583192.804641606,112285.361528296
37.468677,-122.148892,No,2013,15,347498.840987821,50550.4673823924
37.468408,-122.148953,No,2012,30,190136.15797546,20950.3032208589
37.468274,-122.148984,No,2009,30,337469.978954679,46440.9212863049
37.468137,-122.149015,No,2006,30,907265.625,222206.152777777
37.467732,-122.149108,No,2012,30,214668.123696216,26652.8480716253
37.467595,-122.149139,No,2013,15,347498.840987821,50550.4673823924
37.468004,-122.149046,No,2008,30,377565.570382205,141451.165287989
37.467871,-122.149076,No,2013,15,347498.840987821,105288.36849719
37.467521,-122.148631,No,2013,30,347498.840987821,61009.7463051121
37.467655,-122.1486,No,2011,20,325353.412590798,53867.7841103588
37.46779,-122.148569,No,2012,30,326668.75075613,48208.1918081483
37.467926,-122.148538,No,2015,31,490010.863888494,83728.297506086
37.46806,-122.148507,No,2016,30,546157.976642348,74866.8273842013
37.468196,-122.148476,No,2005,40,662367.997641436,57940.129032258
37.468334,-122.148445,No,2012,30,190834.825501824,34809.5083485401
37.468435,-122.148422,No,2017,16,576220.269663838,162377.49016808
37.468502,-122.148407,No,2012,30,214668.123696216,26929.0433884297
37.468603,-122.148383,No,2012,30,214668.123696216,35278.353168044
37.468737,-122.148352,No,2015,30,490010.863888494,92447.8753844661
37.468872,-122.148321,No,2005,30,662367.997641436,65222.8813620071
37.469206,-122.148245,No,2012,30,222849.537625709,47041.5758495145
37.469314,-122.14822,No,2005,30,662367.997641436,79576.105376344
37.469417,-122.148196,No,2006,30,680449.21875,131853.249305555
37.469547,-122.148167,No,2013,30,347498.840987821,50550.4673823924
37.469683,-122.148135,No,2013,30,347498.840987821,72122.7301605017
37.469786,-122.148112,No,2003,15,415845.558230214,71288.6726086956
37.469887,-122.148089,No,2015,30,490010.863888494,72751.9415063054
37.470021,-122.148058,No,2012,24,326668.75075613,114402.84145056
37.47016,-122.148026,No,2007,40,583192.804641606,129491.080758933
37.470388,-122.148066,No,2018,30,583903.103570306,121651.455276037
37.470388,-122.147891,No,2006,30,680449.21875,128373.381597222
37.470043,-122.147703,No,2012,20,326668.75075613,39638.6596339625
37.469906,-122.147734,No,2012,30,162090.140264026,26216.1239273927
37.469806,-122.147757,No,2014,15,408910.086179311,56264.9398697283
37.469498,-122.147828,No,2006,30,680449.21875,141984.629542202
37.469368,-122.147858,No,2007,40,583192.804641606,150700.941343287
37.469234,-122.147888,No,2009,30,337469.978954679,37415.1978912728
37.469095,-122.14792,No,2018,30,583903.103570306,155168.355242984
37.468959,-122.147951,No,2008,28,377565.570382205,196592.099738508
37.468823,-122.147982,No,2013,30,347498.840987821,75833.2617178277
37.468688,-122.148013,No,2003,30,415845.558339936,87574.8532065217
37.468553,-122.148044,No,1998,30,200435.199865797,66259.6457668711
37.468218,-122.148121,No,2015,30,490010.863888494,86781.9218030774
37.468113,-122.148145,No,2006,30,680449.21875,122091.071180555
37.468011,-122.148169,No,2006,30,680449.21875,113386.697569444
37.467908,-122.148192,No,2014,30,408910.086179347,56264.9398697283
37.467807,-122.148215,No,2007,30,583192.804641606,129491.080758933
37.467708,-122.148238,No,2015,30,490010.863888494,78831.752068417
37.467606,-122.148261,No,2003,15,415845.558285075,71019.1752717391
37.467472,-122.148292,No,2016,30,546157.976642348,80671.0613023786
37.468339,-122.148093,No,2013,30,347498.840987821,32660.8199367265
37.468439,-122.148071,No,2012,30,214668.123696216,35884.8631542699
37.469668,-122.147789,No,2009,30,337469.978954679,71220.6116427469
37.469039,-122.148283,No,2007,31,583192.804641606,100024.263728525
37.470407,-122.147535,No,2006,30,680449.21875,111586.951388888
37.470419,-122.147705,No,2010,30,334867.840035272,32020.9256337821
37.467403,-122.147811,No,2017,30,576220.269663838,112928.118268603
37.467535,-122.147781,No,2012,30,214668.123696216,31747.5319559228
37.467671,-122.14775,No,2012,30,190136.15797546,32952.7780674846
37.467807,-122.147719,No,2012,30,214668.123696216,37237.8469696969
37.467941,-122.147688,No,2012,30,222849.537625682,34200.0970873786
37.468075,-122.147657,No,2016,21,546157.976642348,74866.8273842013
37.468211,-122.147626,No,2010,30,334867.840035275,71670.5559581025
37.468348,-122.147595,No,2007,30,583192.804641606,129491.080758933
37.468483,-122.147564,No,1992,30,255905.38132573,64907.2615110477
37.468617,-122.147533,No,2015,30,490010.863888494,106764.811764556
37.468752,-122.147502,No,2003,30,415845.558312505,91632.0398913043
37.468887,-122.147471,No,2018,30,583903.103570306,161546.925613383
37.469022,-122.14744,No,2006,30,680449.21875,159541.652083333
37.469158,-122.147409,No,2013,40,347498.840987821,50257.347021124
37.46943,-122.147347,No,2016,30,546157.976642348,56101.5731624494
37.469566,-122.147316,No,2012,30,190136.15797546,34827.1257668711
37.4697,-122.147285,No,2011,31,325353.412591024,74575.5062039041
37.469866,-122.147247,No,2014,30,408910.086179366,56264.9398697283
37.470035,-122.147208,No,2018,30,583903.103570306,59535.1219599612
37.470172,-122.147177,No,2018,30,583903.103570306,135340.939918042
37.470307,-122.147146,No,1998,15,200428.706144555,57739.8834969325
37.470471,-122.146816,No,2007,30,583192.804641606,137066.318305022
37.470335,-122.146847,No,2019,30,617389.803525817,137684.815514537
37.470199,-122.146878,No,2014,40,408910.086179375,67605.1469991889
37.470064,-122.146909,No,2006,30,840060.763888889,206697.959027777
37.469931,-122.14694,No,2012,30,190136.15797546,33168.8891104294
37.469794,-122.146971,No,2015,30,490010.863888494,62044.2495685963
37.469659,-122.147002,No,2017,30,576220.269663838,126641.331592689
37.469524,-122.147033,No,2014,30,408910.08617937,59645.5406021897
37.469388,-122.147064,No,2013,15,347498.840987821,54274.9570521598
37.469251,-122.147095,No,2017,31,576220.269663838,77940.3551321801
37.469117,-122.147126,No,2007,40,583192.804641606,75350.4706716439
37.468981,-122.147157,No,2012,30,222849.537625695,40793.4811893203
37.468812,-122.147196,No,2018,30,583903.103570306,53877.3915502156
37.468633,-122.147237,No,2007,30,583192.804641606,129491.080758933
37.468465,-122.147275,No,1994,30,189044.440801005,28662.1168690958
37.467494,-122.147498,No,1997,30,227542.784024532,38045.5386292834
37.467361,-122.147528,No,2015,30,490010.863888494,78437.3303602695
37.468063,-122.147368,No,2018,30,583903.103570306,107755.862202168
37.468266,-122.147321,No,2009,30,337469.978954679,108902.312141961
37.467865,-122.147413,No,1997,30,227532.89172021,28545.549906542
37.467661,-122.14746,No,2015,20,490010.863888494,78831.752068417
37.470614,-122.146785,No,2015,30,490010.863888494,108446.534467991
37.470515,-122.147091,No,2011,15,325353.412590911,51006.7695686386
37.467523,-122.147007,No,2016,31,546157.976642348,60512.6102988662
37.467658,-122.146976,No,2015,31,490010.863888494,108325.349827227
37.467794,-122.146945,No,2017,30,576220.269663838,128254.195618472
37.46793,-122.146914,No,2012,30,214668.123696216,33162.0998622589
37.468161,-122.146955,No,2019,64,617389.803525817,187793.549834348
37.468181,-122.146754,No,2012,30,222849.537625689,40724.4233009708
37.46826,-122.146568,No,2012,30,214668.123696216,27279.8860881542
37.468272,-122.146426,No,2007,30,583192.804641606,87129.3317321141
37.468283,-122.146283,No,2007,30,999759.093671325,202212.711848057
37.46801,-122.146487,No,2012,30,214668.123696216,45859.6196969697
37.467874,-122.146518,No,2006,40,967750,218233.001388888
37.467738,-122.14655,No,2002,30,289532.907686344,119520.514007782
37.467602,-122.146581,No,2007,30,583192.804641606,129491.080758933
37.467468,-122.146612,No,2012,30,190136.15797546,31381.8170245398
37.467333,-122.146643,No,1999,20,237716.459386489,33985.1029411764
37.468578,-122.146807,No,2016,30,546157.976642348,71190.774935731
37.468773,-122.146743,No,1990,30,178754.582446681,32443.3189556235
37.468919,-122.14671,No,2012,30,222849.537625685,20388.5194174757
37.469052,-122.146679,No,2007,30,583192.804641606,193119.478156861
37.469181,-122.146632,No,2012,30,214668.123696216,35884.8631542699
37.469316,-122.146601,No,2014,30,408910.086179368,47659.2020647472
37.469453,-122.146567,No,2012,30,190136.15797546,31947.0305214723
37.469588,-122.146536,No,2007,15,583192.804641606,129491.080758933
37.469724,-122.146504,No,2012,30,222849.537625687,35880.5057038835
37.469861,-122.146473,No,2017,30,576220.269663838,83888.8275946475
37.469996,-122.146442,No,2017,30,576220.269663838,90435.3531331592
37.470128,-122.146412,No,2007,30,583192.804641606,137298.941989563
37.470259,-122.146375,No,2006,30,680449.21875,141984.629542202
37.470385,-122.146337,No,2004,30,378707.039826874,67391.0566437268
